Title,Author,Publication Year,DOI,Publication Title
"Socioeconomic position, lifestyle habits and biomarkers of epigenetic aging: a multi-cohort analysis.","Fiorito, Giovanni; McCrory, Cathal; Robinson, Oliver; Carmeli, Cristian; Ochoa-Rosales, Carolina; Zhang, Yan; Colicino, Elena; Dugué, Pierre-Antoine; Artaud, Fanny; McKay, Gareth J.; Jeong, Ayoung; Mishra, Pashupati P.; Nøst, Therese H.; Krogh, Vittorio; Panico, Salvatore; Sacerdote, Carlotta; Tumino, Rosario; Palli, Domenico; Matullo, Giuseppe; Guarrera, Simonetta; Gandini, Martina; Bochud, Murielle; Dermitzakis, Emmanouil; Muka, Taulant; Schwartz, Joel; Vokonas, Pantel S.; Just, Allan; Hodge, Allison M.; Giles, Graham G.; Southey, Melissa C.; Hurme, Mikko A.; Young, Ian; McKnight, Amy Jayne; Kunze, Sonja; Waldenberger, Melanie; Peters, Annette; Schwettmann, Lars; Lund, Eiliv; Baccarelli, Andrea; Milne, Roger L.; Kenny, Rose A.; Elbaz, Alexis; Brenner, Hermann; Kee, Frank; Voortman, Trudy; Probst-Hensch, Nicole; Lehtimäki, Terho; Elliot, Paul; Stringhini, Silvia; Vineis, Paolo; Polidoro, Silvia",2019,10.18632/aging.101900,Aging
Socioeconomic differences in healthy and disease-free life expectancy between ages 50 and 75: a multi-cohort study.,"Head, Jenny; Chungkham, Holendro Singh; Hyde, Martin; Zaninotto, Paola; Alexanderson, Kristina; Stenholm, Sari; Salo, Paula; Kivimäki, Mika; Goldberg, Marcel; Zins, Marie; Vahtera, Jussi; Westerlund, Hugo",2019,10.1093/eurpub/cky215,European journal of public health
Social Predictors of Active Life Engagement: A Time-Use Study of Young-Old French Adults.,"Sabbath, Erika L.; Matz-Costa, Christina; Rowe, John W.; Leclerc, Annette; Zins, Marie; Goldberg, Marcel; Berkman, Lisa F.",2016,10.1177/0164027515609408,Research on aging
Social network characteristics and onset of ADL disability: MacArthur studies of successful aging.,"Seeman, T E; Bruce, M L; McAvay, G J",1996,"","The journals of gerontology. Series B, Psychological sciences and social sciences"
Social and Behavioural Determinants of the Difference in Survival among Older Adults in Japan and England.,"Aida, Jun; Cable, Noriko; Zaninotto, Paola; Tsuboya, Toru; Tsakos, Georgios; Matsuyama, Yusuke; Ito, Kanade; Osaka, Ken; Kondo, Katsunori; Marmot, Michael G.; Watt, Richard G.",2018,10.1159/000485797,Gerontology
Sex-Specific Relationship Between Long-Term Maintenance of Physical Activity and Cognition in the Health ABC Study: Potential Role of Hippocampal and Dorsolateral  Prefrontal Cortex Volume.,"Barha, Cindy K.; Best, John R.; Rosano, Caterina; Yaffe, Kristine; Catov, Janet M.; Liu-Ambrose, Teresa",2020,10.1093/gerona/glz093,"The journals of gerontology. Series A, Biological sciences and medical sciences"
"Sex differences in physical performance by age, educational level, ethnic groups and birth cohort: The Longitudinal Aging Study Amsterdam.","Sialino, Lena D.; Schaap, Laura A.; van Oostrom, Sandra H.; Nooyens, Astrid C. J.; Picavet, Hendrika S. J.; Twisk, Johannes W. R.; Verschuren, W. M. Monique; Visser, Marjolein; Wijnhoven, Hanneke A. H.",2019,10.1371/journal.pone.0226342,PloS one
Severe food insecurity associated with mortality among lower-income Canadian adults approaching eligibility for public pensions: a population cohort study.,"Men, Fei; Tarasuk, Valerie",2020,10.1186/s12889-020-09547-y,BMC public health
Serum leptin levels in healthy ageing men: are decreased serum testosterone and increased adiposity in elderly men the consequence of leptin deficiency?,"Van Den Saffele, J K; Goemaere, S; De Bacquer, D; Kaufman, J M",1999,"",Clinical endocrinology
Self-reported hearing loss in baby boomers from the Busselton Healthy Ageing Study: audiometric correspondence and predictive value.,"Swanepoel, De Wet; Eikelboom, Robert H.; Hunter, Michael L.; Friedland, Peter L.; Atlas, Marcus D.",2013,10.3766/jaaa.24.6.7,Journal of the American Academy of Audiology
Self-rated health and mortality in the high-functioning elderly--a closer look at healthy individuals: MacArthur field study of successful aging.,"Schoenfeld, D E; Malmrose, L C; Blazer, D G; Gold, D T; Seeman, T E",1994,"",Journal of gerontology
Self-defining Memories in Normal Aging.,"El Haj, Mohamad; Gallouj, Karim",2019,10.2174/1874609812666190429130052,Current aging science
Selecting the most important self-assessed features for predicting conversion to mild cognitive impairment with random forest and permutation-based methods.,"Gómez-Ramírez, Jaime; Ávila-Villanueva, Marina; Fernández-Blázquez, Miguel Ángel",2020,10.1038/s41598-020-77296-4,Scientific reports
Sarcopenic obesity and risk of cardiovascular disease and mortality: a population-based cohort study of older men.,"Atkins, Janice L.; Whincup, Peter H.; Morris, Richard W.; Lennon, Lucy T.; Papacosta, Olia; Wannamethee, S. Goya",2014,10.1111/jgs.12652,Journal of the American Geriatrics Society
Role of electrocardiographic early repolarization pattern in long-term outcomes of a community-based middle-aged and geriatric ambulatory population: a prospective  cohort study.,"Juang, Jyh-Ming Jimmy; Huang, Yu-Jyun; Chang, I.-Shou; Chen, Ching-Yu Julius; Wu, I.-Chien; Hsu, Chih-Cheng; Chen, Tzu-Yu; Tseng, Wei-Ting; Yeh, Shih-Fan Sherri; Hsiung, Chao Agnes",2020,10.18632/aging.202369,Aging
Risk factors for lower urinary tract symptoms suggestive of benign prostatic hyperplasia in a community based population of healthy aging men: the Krimpen Study.,"Kok, Esther Tanja; Schouten, Boris W.; Bohnen, Arthur M.; Groeneveld, Frans P. M. W.; Thomas, Siep; Bosch, J. L. H. Ruud",2009,10.1016/j.juro.2008.10.025,The Journal of urology
Religious service attendance and decline in pulmonary function in a high-functioning elderly cohort.,"Maselko, Joanna; Kubzansky, Laura; Kawachi, Ichiro; Staudenmayer, John; Berkman, Lisa",2006,10.1207/s15324796abm3203_11,Annals of behavioral medicine : a publication of the Society of Behavioral Medicine
Relaxin reverses inflammatory and immune signals in aged hearts.,"Martin, Brian; Gabris-Weber, Beth Ann; Reddy, Rajiv; Romero, Guillermo; Chattopadhyay, Ansuman; Salama, Guy",2018,10.1371/journal.pone.0190935,PloS one
Relation of social integration to inflammatory marker concentrations in men and women 70 to 79 years.,"Loucks, Eric B.; Berkman, Lisa F.; Gruenewald, Tara L.; Seeman, Teresa E.",2006,10.1016/j.amjcard.2005.10.043,The American journal of cardiology
Regular running in an air-polluted environment: physiological and anthropometric protocol for a prospective cohort study (Healthy Aging in Industrial Environment  Study - Program 4).,"Cipryan, Lukas; Kutac, Petr; Dostal, Tomas; Zimmermann, Matthew; Krajcigr, Miroslav; Jandackova, Vera; Sram, Radim; Jandacka, Daniel; Hofmann, Peter",2020,10.1136/bmjopen-2020-040529,BMJ open
Reading daily predicts reduced mortality among men from a cohort of community-dwelling 70-year-olds.,"Jacobs, Jeremy M.; Hammerman-Rozenberg, Robert; Cohen, Aaron; Stessman, Jochanan",2008,10.1093/geronb/63.2.s73,"The journals of gerontology. Series B, Psychological sciences and social sciences"
Quantitative T1 and T2 MRI signal characteristics in the human brain: different patterns of MR contrasts in normal ageing.,"Knight, Michael J; McCann, Bryony; Tsivos, Demitra; Couthard, Elizabeth; Kauppinen, Risto A",2016,"","Magma (New York, N.Y.)"
Psychometric Characteristics of Cognitive Reserve: How High Education Might Improve Certain Cognitive Abilities in Aging.,"Rodriguez, Francisca S.; Zheng, Ling; Chui, Helena C.",2019,10.1159/000501150,Dementia and geriatric cognitive disorders
Prospective relationship of low cardiovascular risk factor profile at younger ages to ankle-brachial index: 39-year follow-up--the Chicago Healthy Aging Study.,"Vu, Thanh-Huyen T.; Stamler, Jeremiah; Liu, Kiang; McDermott, Mary M.; Lloyd-Jones, Donald M.; Pirzada, Amber; Garside, Daniel B.; Daviglus, Martha L.",2012,10.1161/JAHA.112.001545,Journal of the American Heart Association
Primary and secondary supportive partnerships among HIV-positive and HIV-negative middle-aged and older gay men.,"Statz, Matthew; Ware, Deanna; Perry, Nicholas; Huebner, David; Cox, Christopher; Brown, Andre; Meanley, Steven; Haberlen, Sabina; Egan, James; Brennan, Mark; Teplin, Linda A.; Bolan, Robert; Friedman, M. Reuel; Plankey, Michael",2021,10.1371/journal.pone.0245863,PloS one
Pregnancy history and cognitive aging among older women: the Rancho Bernardo Study.,"Ilango, Sindana D.; McEvoy, Linda K.; Laughlin, Gail A.; Bergstrom, Jaclyn; Barrett-Connor, Elizabeth; Kritz-Silverstein, Donna",2019,10.1097/GME.0000000000001318,"Menopause (New York, N.Y.)"
Predictors of successful aging: a twelve-year study of Manitoba elderly.,"Roos, N P; Havens, B",1991,"",American journal of public health
Predictors of poor cognitive status among older Malaysian adults: baseline findings from the LRGS TUA cohort study.,"Vanoh, Divya; Shahar, Suzana; Din, Normah Che; Omar, Azahadi; Vyrn, Chin Ai; Razali, Rosdinom; Ibrahim, Rahimah; Hamid, Tengku Aizan",2017,10.1007/s40520-016-0553-2,Aging clinical and experimental research
Predictors of healthy aging: prospective evidence from the Alameda County study.,"Guralnik, J M; Kaplan, G A",1989,"",American journal of public health
Predictors of healthy aging in men with high life expectancies.,"Reed, D M; Foley, D J; White, L R; Heimovitz, H; Burchfiel, C M; Masaki, K",1998,"",American journal of public health
Predictors of cognitive change in older persons: MacArthur studies of successful aging.,"Albert, M S; Jones, K; Savage, C R; Berkman, L; Seeman, T; Blazer, D; Rowe, J W",1995,"",Psychology and aging
[Prediction of 6-year incidence risk of chronic kidney disease in the elderly aged 65 years and older in 8 longevity areas in China].,"Zhou, J. H.; Wei, Y.; Lyu, Y. B.; Duan, J.; Kang, Q.; Wang, J. N.; Shi, W. Y.; Yin, Z. X.; Zhao, F.; Qu, Y. L.; Liu, L.; Liu, Y. C.; Cao, Z. J.; Shi, X. M.",2020,10.3760/cma.j.issn.0254-6450.2020.01.009,Zhonghua liu xing bing xue za zhi = Zhonghua liuxingbingxue zazhi
Whole-Genome Sequencing of a Healthy Aging Cohort.,"Erikson, Galina A; Bodian, Dale L; Rueda, Manuel; Molparia, Bhuvan; Scott, Erick R; Scott-Van Zeeland, Ashley A; Topol, Sarah E; Wineinger, Nathan E; Niederhuber, John E; Topol, Eric J; Torkamani, Ali",2016,10.1016/j.cell.2016.03.022,Cell
"Transcriptome analysis reveals the difference between """"healthy"""" and """"common"""" aging and their connection with age-related diseases.","Zeng, Lu; Yang, Jialiang; Peng, Shouneng; Zhu, Jun; Zhang, Bin; Suh, Yousin; Tu, Zhidong",2020,10.1111/acel.13121,Aging cell
SG-ADVISER mtDNA: a web server for mitochondrial DNA annotation with data from 200 samples of a healthy aging cohort.,"Rueda, Manuel; Torkamani, Ali",2017,10.1186/s12859-017-1778-6,BMC bioinformatics
Is tooth loss important when evaluating perceived general health? Findings from a nationally representative study of Costa Rican adults.,"Barboza-Solís, Cristina; Porras-Chaverri, Mariela; Fantin, Romain",2019,10.1111/cdoe.12466,Community dentistry and oral epidemiology
Early life characteristics and late life burden of cerebral small vessel disease in the Lothian Birth Cohort 1936.,"Field, Thalia S.; Doubal, Fergus N.; Johnson, Wendy; Backhouse, Ellen; McHutchison, Caroline; Cox, Simon; Corley, Janie; Pattie, Alison; Gow, Alan J.; Shenkin, Susan; Cvoro, Vera; Morris, Zoe; Staals, Julie; Bastin, Mark; Deary, Ian J.; Wardlaw, Joanna M.",2016,10.18632/aging.101043,Aging
Predicting Trajectories of Functional Decline in 60- to 70-Year-Old People.,"Jonkman, Nini H.; Del Panta, Vieri; Hoekstra, Trynke; Colpo, Marco; van Schoor, Natasja M.; Bandinelli, Stefania; Cattelani, Luca; Helbostad, Jorunn L.; Vereijken, Beatrix; Pijnappels, Mirjam; Maier, Andrea B.",2018,10.1159/000485135,Gerontology
Predicting changes in physical performance in a high-functioning elderly cohort: MacArthur studies of successful aging.,"Seeman, T E; Charpentier, P A; Berkman, L F; Tinetti, M E; Guralnik, J M; Albert, M; Blazer, D; Rowe, J W",1994,"",Journal of gerontology
Positive perception of aging is a key predictor of quality-of-life in aging people.,"Ingrand, Isabelle; Paccalin, Marc; Liuu, Evelyne; Gil, Roger; Ingrand, Pierre",2018,10.1371/journal.pone.0204044,PloS one
Physical Activity and Telomeres in Old Age: A Longitudinal 10-Year Follow-Up Study.,"Jantunen, Hanna; Wasenius, Niko S.; Guzzardi, Maria Angela; Iozzo, Patricia; Kajantie, Eero; Kautiainen, Hannu; Salonen, Minna K.; Eriksson, Johan G.",2020,10.1159/000505603,Gerontology
Physical activity and successful aging in Canadian older adults.,"Baker, Joseph; Meisner, Brad A.; Logan, A. Jane; Kungl, Ann-Marie; Weir, Patricia",2009,10.1123/japa.17.2.223,Journal of aging and physical activity
Physical activity and healthy ageing: A systematic review and meta-analysis of longitudinal cohort studies.,"Daskalopoulou, C; Stubbs, B; Kralj, C; Koukounari, A; Prince, M; Prina, A M",2017,10.1016/j.arr.2017.06.003,Ageing research reviews
Personality traits and illicit substances: the moderating role of poverty.,"Sutin, Angelina R.; Evans, Michele K.; Zonderman, Alan B.",2013,10.1016/j.drugalcdep.2012.10.020,Drug and alcohol dependence
Penetrance and the Healthy Elderly.,"Lacaze, Paul; Winship, Ingrid; McNeil, John",2017,10.1089/gtmb.2017.0126,Genetic testing and molecular biomarkers
Nutrition as a determinant of successful aging: description of the Quebec longitudinal study Nuage and results from cross-sectional pilot studies.,"Gaudreau, Pierrette; Morais, José A; Shatenstein, Bryna; Gray-Donald, Katherine; Khalil, Abdel; Dionne, Isabelle; Ferland, Guylaine; Fülöp, Tamàs; Jacques, Danielle; Kergoat, Marie-Jeanne; Tessier, Daniel; Wagner, Richard; Payette, Hélène",2007,"",Rejuvenation research
Noradrenergic-dependent functions are associated with age-related locus coeruleus signal intensity differences.,"Liu, Kathy Y.; Kievit, Rogier A.; Tsvetanov, Kamen A.; Betts, Matthew J.; Düzel, Emrah; Rowe, James B.; Howard, Robert; Hämmerer, Dorothea",2020,10.1038/s41467-020-15410-w,Nature communications
Multi-modal neuroimaging of dual-task walking: Structural MRI and fNIRS analysis reveals prefrontal grey matter volume moderation of brain activation in older  adults.,"Wagshul, Mark E.; Lucas, Melanie; Ye, Kenny; Izzetoglu, Meltem; Holtzer, Roee",2019,10.1016/j.neuroimage.2019.01.045,NeuroImage
Mobility predicts change in older adults' health-related quality of life: evidence from a Vancouver falls prevention prospective cohort study.,"Davis, Jennifer C.; Bryan, Stirling; Best, John R.; Li, Linda C.; Hsu, Chun Liang; Gomez, Caitlin; Vertes, Kelly A.; Liu-Ambrose, Teresa",2015,10.1186/s12955-015-0299-0,Health and quality of life outcomes
Mind-wandering in healthy aging and early stage Alzheimer's disease.,"Gyurkovics, Mate; Balota, David A.; Jackson, Jonathan D.",2018,10.1037/neu0000385,Neuropsychology
Midlife Psychological Well-Being and its Impact on Cognitive Functioning Later in Life: An Observational Study Using a Female British Birth Cohort.,"Nakanishi, Miharu; Yamasaki, Syudo; Nishida, Atsushi; Richards, Marcus",2019,10.3233/JAD-190590,Journal of Alzheimer's disease : JAD
[MESGI50 study: description of a cohort on Maturity and Satisfactory Ageing].,"Corominas Barnadas, Josep María; López-Pousa, Secundino; Vilalta-Franch, Joan; Calvó-Perxas, Laia; Juvinyà Canal, Dolors; Garre-Olmo, Josep",2017,10.1016/j.gaceta.2016.07.017,Gaceta sanitaria
Menopausal hormone therapy is associated with having high blood pressure in postmenopausal women: observational cohort study.,"Chiu, Christine L.; Lujic, Sanja; Thornton, Charlene; O'Loughlin, Aiden; Makris, Angela; Hennessy, Annemarie; Lind, Joanne M.",2012,10.1371/journal.pone.0040260,PloS one
Measuring changes in activity participation of older Australians: validation of the Activity Card Sort-Australia.,"Doney, Robyn M.; Packer, Tanya L.",2008,10.1111/j.1741-6612.2007.00265.x,Australasian journal on ageing
Measures of Dietary Fat and Energy Absorption in Healthy Adults.,"Bashaw, Hillary; Brownell, Jefferson N.; Schall, Joan I.; Stallings, Virginia A.",2020,10.1097/MPA.0000000000001587,Pancreas
Measurement and predictors of resilience among community-dwelling older women.,"Lamond, Amanda J.; Depp, Colin A.; Allison, Matthew; Langer, Robert; Reichstadt, Jennifer; Moore, David J.; Golshan, Shahrokh; Ganiats, Theodore G.; Jeste, Dilip V.",2008,10.1016/j.jpsychires.2008.03.007,Journal of psychiatric research
Marker Placement Reliability and Objectivity for Biomechanical Cohort Study: Healthy Aging in Industrial Environment (HAIE-Program 4).,"Malus, Jan; Skypala, Jiri; Silvernail, Julia Freedman; Uchytil, Jaroslav; Hamill, Joseph; Barot, Tomas; Jandacka, Daniel",2021,10.3390/s21051830,"Sensors (Basel, Switzerland)"
Malondialdehyde and measures of antioxidant activity in subjects from the Belfast Elderly Longitudinal Free-living Aging Study.,"Rea, I. M.; McMaster, D.; Donnelly, J.; McGrath, L. T.; Young, I. S.",2004,10.1196/annals.1297.070,Annals of the New York Academy of Sciences
Lower Prescription Rates in Centenarians with Heart Failure and Heart Failure and Kidney Disease Combined: Findings from a Longitudinal Cohort Study of Very Old  Patients.,"Schmidt, Insa Marie; Kreutz, Reinhold; Dräger, Dagmar; Zwillich, Christine; Hörter, Stefan; Kuhlmey, Adelheid; Gellert, Paul",2018,10.1007/s40266-018-0581-z,Drugs & aging
"Longitudinal Associations of Body Mass Index, Waist Circumference, and Waist-to-Hip Ratio with Biomarkers of Oxidative Stress in Older Adults: Results of a Large Cohort  Study.","Anusruti, Ankita; Jansen, Eugène H. J. M.; Gào, Xīn; Xuan, Yang; Brenner, Hermann; Schöttker, Ben",2020,10.1159/000504711,Obesity facts
Longitudinal and cross-sectional analysis of HEALTH WATCH data with a subset of perimenopausal women and matched controls.,"Peterson, D D; Schmidt, R M",1999,"","The journals of gerontology. Series A, Biological sciences and medical sciences"
Long-lasting active lifestyle and successful cognitive aging in a healthy elderly population: The PROOF cohort.,"Saint Martin, M.; Sforza, E.; Barthélémy, J. C.; Roche, F.; Lefèvre, P.; Liénard, G.; Thomas-Anterion, C.",2017,10.1016/j.neurol.2017.05.009,Revue neurologique
